title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Take Me Home Tonight,Best. Night. Ever.,2011-03-04,97.0,19000000,6928068,11.766564,6.2,208
Won't Back Down,If you can't beat the system... change it,2012-09-28,121.0,0,5310554,2.3662509999999997,5.8,40
Kansas City,"Kansas City, 1934. Anything could happen here. One night it did.",1996-08-16,116.0,18000000,0,5.380733,6.1,12
Adaptation.,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",2002-12-06,114.0,19000000,32801173,26.441669,7.3,638
The Invention of Lying,In a world where everyone can only tell the truth... This guy can lie.,2009-09-13,100.0,18500000,31912793,16.665841,6.0,518
Star Trek III: The Search for Spock,A dying planet. A fight for life.,1984-05-31,105.0,18000000,87000000,15.314027,6.4,434
The Exorcism of Emily Rose,What happened to Emily?,2005-09-09,122.0,19000000,144216468,32.602868,6.3,659
Deuce Bigalow: Male Gigolo,He charges $10 but he’s willing to negotiate.,1999-12-10,88.0,17000000,65535067,9.832326,5.5,308
The Family Stone,Feel The Love,2005-12-14,103.0,0,0,14.190837,6.2,249
Bad Santa,He doesn't care if you're naughty or nice.,2003-11-26,91.0,23000000,76488889,26.588729999999998,6.5,656
Austin Powers: International Man of Mystery,"If he were any cooler, he'd still be frozen, baby!",1997-05-02,94.0,16500000,67683989,36.15716,6.5,1013
Predator,"If it bleeds, we can kill it...",1987-06-11,107.0,18000000,98235548,50.009408,7.3,2093
Prom Night,A Night To Die For.,2008-04-10,88.0,0,14796236,9.642041,4.8,167
Gosford Park,Tea at four. Dinner at eight. Murder at midnight.,2001-11-07,137.0,19800000,87754044,11.693272,6.8,246
Birdman,or (The Unexpected Virtue of Ignorance),2014-08-27,119.0,18000000,103215094,89.811154,7.4,4535
Blue Jasmine,Blue Moon. I used to know the words. Now they're all a jumble.,2013-07-25,98.0,18000000,99206215,34.694216,7.0,1098
The Fog,Lock your doors. Bolt your windows. There's something in THE FOG!,1980-02-08,89.0,1000000,21378361,14.518598,6.4,311
Soul Surfer,"When you come back from a loss, beat the odds, and never say never, you find a champion.",2011-04-08,106.0,18000000,47088990,19.234672,6.9,342
Observe and Report,"Right now, the world needs a hero.",2009-04-10,86.0,0,24007324,10.529143,5.6,225
Raging Bull,,1980-11-14,129.0,18000000,23000000,35.524457,7.7,938
Young Sherlock Holmes,"Before a lifetime of adventure, they lived the adventure of a lifetime.",1985-12-04,109.0,18000000,0,8.321586,6.7,167
Small Time Crooks,They took a bite out of crime,2000-05-19,94.0,0,0,11.423533,6.4,155
Love the Coopers,"Christmas means comfort, joy and chaos.",2015-11-12,107.0,17000000,24000000,9.191187,5.4,167
Steve Jobs,Can a great man be a good man?,2015-10-09,122.0,30000000,34441873,53.670525,6.8,1573
And So It Goes,,2014-07-20,94.0,18000000,25312387,9.633711,5.7,164
Troop Beverly Hills,"When the going gets tough, the tough go shopping!",1989-03-22,105.0,0,0,3.455018,5.6,56
Dragonslayer,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",1981-06-26,108.0,18000000,14110013,3.258422,6.5,67
The Last Station,Intoxicating. Infuriating. Impossible. Love.,2009-09-04,112.0,0,0,3.6592919999999998,6.7,55
Ed Wood,"When it came to making bad movies, Ed Wood was the best.",1994-09-27,127.0,18000000,5887457,24.548633,7.3,630
Mongol: The Rise of Genghis Khan,Greatness comes to those who take it.,2007-09-20,120.0,18000000,26527510,10.1449,6.5,158
Hamlet,,1996-12-25,242.0,0,0,9.814785,7.3,117
Anything Else,In any relationship one person always does the heavy lifting.,2003-08-27,108.0,0,0,8.945081,6.2,149
The Railway Man,Revenge is never a straight line.,2013-12-26,116.0,18000000,22309223,13.916583,6.7,273
The White Ribbon,,2009-05-21,144.0,15238800,0,17.94739,7.2,255
The Wraith,He's not from around here...,1986-11-21,93.0,2700000,3500000,10.47644,5.9,108
Metallica: Through the Never,Experience Metallica like never before,2013-09-25,93.0,18000000,7972967,7.871686,6.7,83
Carlos,The man who hijacked the world,2010-05-19,338.0,18000000,871279,1.138383,6.7,50
I Am Wrath,I lay my vengeance upon them.,2016-04-14,92.0,18000000,0,10.144222000000001,4.5,179
Renaissance,Paris 2054. Live forever or die trying,2006-03-16,105.0,18000000,1831348,9.244181,6.7,77
Red Lights,How much do you want to believe?,2012-03-02,119.0,14000000,13551174,22.748174,6.0,376
Madea Goes to Jail,,2009-02-16,103.0,0,90508336,3.107371,6.4,52
Hitman,Assassin 47,2007-11-21,89.0,24000000,99965753,42.669304,5.9,966
Black Nativity,The Musical Event of the Holiday Season,2013-11-27,93.0,17500000,7018189,7.180403,5.8,16
City of Ghosts,,2002-01-01,116.0,0,0,2.64486,5.4,18
The Others,"Sooner or later she'll see them, then everything will be different.",2001-08-02,101.0,0,0,25.881355,7.4,1660
Aliens,This Time It's War,1986-07-18,137.0,18500000,183316455,67.66094,7.7,3220
Let's Be Cops,Fake Cops. Real Trouble.,2014-08-13,104.0,17000000,136621271,70.66892299999999,6.4,1219
Sideways,In search of wine. In search of women. In search of themselves.,2004-10-22,126.0,16000000,109502303,23.425431,6.9,478
Beerfest,Prepare for the ultimate chug of war.,2006-08-25,110.0,17500000,19179969,14.304444,5.8,172
Good Boy!,Rover is about to take over.,2003-10-10,87.0,17000000,0,3.5603300000000004,4.7,30
The Best Man Holiday,Times change. Friendship doesn't.,2013-11-15,123.0,17000000,71625195,7.210095,6.7,110
Smokin' Aces,Nobody gets away clean.,2006-12-09,109.0,17000000,57103895,23.491962,6.4,534
A Night at the Roxbury,Score!,1998-10-01,81.0,17000000,30331165,12.709227,5.9,198
The Hills Have Eyes,The lucky ones die first.,2006-03-10,107.0,15000000,69623713,35.107857,6.1,705
Dickie Roberts: Former Child Star,50 million people used to watch him on TV. Now he washes their cars.,2003-09-05,98.0,0,0,10.149569,5.1,64
ATL,A New American Story,2006-03-31,105.0,20000000,21170563,5.422285,6.0,32
Summer Catch,Are you game?,2001-08-22,108.0,34000000,19693891,3.9600980000000003,4.8,63
A Simple Plan,Sometimes good people do evil things.,1998-12-11,121.0,0,0,10.178917,6.9,187
They,Are you afraid of the dark? You should be.,2002-11-01,89.0,17000000,0,4.5442160000000005,4.6,74
Larry the Cable Guy: Health Inspector,,2006-03-24,89.0,0,0,2.184708,3.3,17
The Adventures of Elmo in Grouchland,"The Good, The Bad and The Stinky.",1999-10-01,73.0,0,0,3.09159,6.3,14
55 Days at Peking,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,1963-05-06,154.0,17000000,10000000,3.3210949999999997,6.3,36
American Dreamz,Imagine a country where more people vote for a pop idol than they do for their next President.,2006-03-04,107.0,17000000,7314027,7.864011,4.9,95
Superman IV: The Quest for Peace,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",1987-07-23,90.0,17000000,19300000,17.062117,4.1,318
Bobby Jones: Stroke of Genius,,2004-04-30,120.0,0,0,2.897449,5.5,19
Shanghai Surprise,A romantic adventure for the dangerous at heart.,1986-08-29,97.0,17000000,0,0.13856400000000002,2.9,15
The Illusionist,Nothing Is What It Seems.,2006-08-18,110.0,40000000,86915017,36.960953,7.1,1615
Roar,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,1981-11-12,102.0,17000000,2000000,1.15641,5.6,19
Southland Tales,Have a nice apocalypse.,2006-05-15,144.0,17000000,374743,9.349386,5.2,153
Dragon Hunters,Dragon hunting isn't a fairy tale,2008-03-19,80.0,15000000,0,8.884405000000001,6.5,129
Damnation Alley,,1977-09-10,91.0,17000000,8720000,2.215261,5.0,27
My Girl,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",1991-11-27,102.0,16500000,0,20.935169000000002,7.0,428
Fur: An Imaginary Portrait of Diane Arbus,A love story.,2006-08-30,122.0,16800000,2281089,4.358255000000001,5.8,73
Sense and Sensibility,Lose your heart and come to your senses.,1995-12-13,136.0,16500000,135000000,20.898711,7.2,352
Becoming Jane,Her own life is her greatest inspiration.,2007-03-02,120.0,16500000,37311672,18.236284,6.9,317
Sydney White,Freshman year is no fairytale,2007-09-21,108.0,16500000,13620075,10.74648,6.0,236
Dead Poets Society,He was their inspiration. He made their lives extraordinary.,1989-06-02,129.0,16400000,235860116,55.458583999999995,8.1,2705
Dumb and Dumber,"What the one doesn't have, the other is missing.",1994-12-16,107.0,16000000,247275374,35.777066999999995,6.5,1859
The Verdict,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",1982-12-08,129.0,16000000,53977250,7.980632000000001,7.4,131
Road Trip,The greatest college tradition of all.,2000-05-19,93.0,16000000,119754278,14.759948000000001,5.9,542
The Artist,A Breath Of Fresh Vintage Air,2011-05-15,100.0,15000000,133432856,29.943315999999996,7.3,1049
The Unborn,Evil will do anything to live.,2009-01-09,87.0,16000000,76514050,15.788784,4.8,365
The Young Messiah,"Before he was the savior, he was a child.",2016-03-10,120.0,18500000,6490401,1.8845580000000002,6.4,30
Pan's Labyrinth,What happens when make-believe believes it's real?,2006-05-27,118.0,19000000,83258226,90.80940799999999,7.6,3041
See Spot Run,The Smart One Isn't Wearing Any Pants.,2001-03-02,94.0,0,0,6.5790169999999994,4.8,44
The Roommate,"2,000 colleges. 8 million roommates. Which one will you get?",2011-02-04,91.0,16000000,40492759,11.807269,5.3,224
Joe Dirt,He Came. He Cleaned. He Conquered.,2001-04-10,91.0,17700000,30987695,15.976335,5.5,242
Double Impact,Two brothers separated by the violence. Now together in a mission of revenge.,1991-08-10,110.0,15000000,30102717,10.484642,5.3,215
Hot Fuzz,Big cops. Small town. Moderate violence.,2007-02-14,121.0,12000000,80573774,38.623178,7.4,2199
The Women,,2008-09-12,114.0,16000000,50007546,8.8321,4.6,96
Vicky Cristina Barcelona,Life is the ultimate work of art,2008-08-15,96.0,15000000,96408652,32.758254,6.7,1020
White Oleander,,2002-10-11,109.0,0,0,9.423866,7.2,108
Jennifer's Body,She's evil... and not just high school evil.,2009-09-18,100.0,16000000,31556061,32.257414000000004,5.3,837
Remember Me,Live in the moments.,2010-03-12,113.0,20000000,0,36.764666,6.9,948
Philadelphia,No one would take on his case... until one man was willing to take on the system.,1993-12-22,125.0,26000000,206678440,44.301745000000004,7.6,988
The Thirteenth Floor,Question reality. You can go there even though it doesn't exist.,1999-04-16,100.0,16000000,18564088,19.890428,6.8,378
The Cookout,"This summer, get your grill on!",2004-09-03,97.0,16000000,12,0.8305959999999999,4.6,10
Meteor,There's No Place On Earth To Hide!,1979-10-19,107.0,0,0,2.637355,5.1,36
Duets,Six littles souls in search of a little harmony.,2000-09-09,112.0,0,0,2.25453,5.5,34
Hollywood Ending,It's going to be a shot in the dark!,2002-05-03,112.0,16000000,0,8.711782000000001,6.4,113
Highlander,There can be only one.,1986-03-07,116.0,16000000,5900000,29.253833,6.8,624
Things We Lost in the Fire,Hope comes with letting go.,2007-09-26,113.0,16000000,2849142,8.842869,6.7,90
Trance,Don't be a hero.,2013-03-27,101.0,20000000,24261569,38.802415,6.5,956
Soul Plane,Announcing the arrival of the first airline with soul.,2004-05-28,86.0,16000000,14822346,9.400404,4.7,108
Good,Anything that makes people happy can't be bad can it?,2008-12-11,96.0,0,0,2.397987,6.3,29
Vamps,Dating Sucks,2012-08-25,93.0,16000000,0,7.2518970000000005,4.8,91
Zulu,,2013-12-04,110.0,16000000,0,14.529496,6.7,172
Juwanna Mann,,2002-06-21,91.0,15600000,0,2.2449470000000002,4.2,20
Madison,A town's future is riding with one man.,2001-01-23,99.0,0,0,0.212108,5.3,3
Wasabi,For those who take their action raw.,2001-10-31,94.0,15300000,0,18.209570000000003,6.2,283
Slither,Horror Has A New Face,2006-03-31,95.0,15500000,0,17.327279,6.3,317
Home Alone,A Family Comedy Without the Family.,1990-11-09,103.0,18000000,476684675,2.186927,7.1,2414
Three Men and a Baby,They changed her diapers. She changed their lives.,1987-11-27,102.0,0,0,12.335827,5.8,253
"Crouching Tiger, Hidden Dragon","A timeless story of strength, secrets and two warriors who would never surrender.",2000-10-01,120.0,17000000,213525736,45.742253999999996,7.2,927
American Beauty,Look closer.,1999-09-15,122.0,15000000,356296601,80.87860500000001,7.9,3313
Twins,Only their mother can tell them apart.,1988-12-09,107.0,15000000,216614388,17.638285999999997,5.7,559
The Yellow Handkerchief,,2008-12-17,102.0,15000000,317000,3.803495,6.4,52
Private Benjamin,,1980-10-06,109.0,0,0,12.18838,6.0,102
Beetlejuice,He's guaranteed to put some life in your afterlife.,1988-02-29,92.0,15000000,73326666,58.553213,7.1,1444
Why Did I Get Married?,Because we complete each other's sentences.,2007-10-12,113.0,15000000,55184721,2.005111,6.1,33
Big Fat Liar,The truth is never overrated,2002-02-08,88.0,15000000,52970014,9.125594,5.6,197
Wag the Dog,"A comedy about truth, justice and other special effects.",1997-12-25,97.0,15000000,64256513,13.581966,6.7,270
Snitch,How far would you go to save your son?,2013-02-21,112.0,35000000,42930462,30.556134999999998,5.8,1138
Krampus,You don't want to be on his list.,2015-11-26,98.0,15000000,61548707,31.565116999999997,5.9,584
What's Love Got to Do with It,Who needs a heart when a heart can be broken?,1993-06-09,118.0,0,0,7.921311,6.9,72
Cop Land,No One Is Above The Law.,1997-08-15,104.0,15000000,44862187,19.284129,6.6,382
Not Another Teen Movie,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,2001-12-07,89.0,16000000,66468332,23.423082,5.5,431
End of Watch,Every moment of your life they stand watch,2012-09-20,109.0,7000000,48126384,49.517264000000004,7.2,1170
The Theory of Everything,His Mind Changed Our World. Her Love Changed His.,2014-11-26,123.0,15000000,123726688,61.182331000000005,7.8,3311
Lawrence of Arabia,,1962-12-10,216.0,15000000,69995385,41.286336,7.8,851
Wild,,2014-12-05,115.0,15000000,52501541,42.952942,7.0,951
The Last House on the Left,"If someone hurt someone you love, how far would you go to get revenge?",2009-03-13,110.0,15000000,32721635,19.760382999999997,6.2,440
The Wedding Date,Love doesn't come cheap.,2005-02-04,88.0,15000000,47175038,10.194097,6.2,230
Drive,There are no clean getaways.,2011-08-06,100.0,15000000,78054825,49.294864000000004,7.4,3725
Confessions of a Teenage Drama Queen,She's making a scene over everything.,2004-02-17,89.0,15000000,29331068,7.424798,5.1,221
28 Weeks Later,When days turn to weeks... the horror returns.,2007-04-26,100.0,15000000,64238440,34.759855,6.5,1197
When the Game Stands Tall,"Its Not How Hard You Fall, Its How You Get Back Up",2014-08-22,115.0,15000000,30127963,7.297757000000001,6.3,130
Because of Winn-Dixie,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,2005-02-18,106.0,14000000,32645546,3.334804,6.1,61
Love & Basketball,All's fair in love and basketball.,2000-04-21,124.0,20000000,27728118,2.027393,7.4,88
Grosse Pointe Blank,Even a hit man deserves a second shot.,1997-04-11,107.0,0,28084357,13.817269,6.9,275
All About Steve,A Comedy That Clings,2009-09-04,99.0,15000000,40105542,13.237835,4.7,295
Book of Shadows: Blair Witch 2,Evil Doesn't Die.,2000-10-27,90.0,0,0,3.890223,4.3,212
The Craft,Welcome to the witching hour.,1996-05-03,101.0,15000000,24769466,19.517239,6.3,380
Match Point,Passion Temptation Obsession,2005-10-26,124.0,15000000,85306374,30.669913,7.3,1105
Ramona and Beezus,A Little Sister Goes A Long Way.,2010-07-23,103.0,0,0,9.681147,6.1,245
The Remains of the Day,Diamond in the Rough,1993-11-05,134.0,11500000,23237911,15.355589000000002,7.5,202
Boogie Nights,"The life of a dreamer, the days of a business, and the nights in between.",1997-09-11,155.0,15000000,43101594,19.85579,7.5,796
Nowhere to Run,"When the law can't protect the innocent,  the only hero left is an outlaw.",1993-01-15,94.0,0,0,11.689337,5.5,119
The Hills Have Eyes 2,Help isn't coming.,2007-03-22,89.0,15000000,0,17.141376,5.2,351
Urban Legends: Final Cut,Legends Never Die.,2000-09-19,97.0,14000000,38574362,8.885017,4.4,100
Tuck Everlasting,"If you could choose to live forever, would you?",2002-10-11,90.0,0,0,4.115398,6.4,128
The Marine,War is Fine But The Fight Continues,2006-10-13,92.0,20000000,22165608,7.679336,5.0,163
Country Strong,It doesn't matter where you've been as long as you come back strong.,2010-12-22,117.0,15000000,20529194,7.809701,5.9,80
The Place Beyond the Pines,If you ride like lightning you're gonna crash like thunder,2013-03-20,140.0,15000000,35485608,35.395129,6.8,1653
Firestarter,Will she have the power... to survive?,1984-05-11,114.0,15000000,17080167,11.379652,5.9,173
A Most Wanted Man,,2014-07-25,121.0,15000000,31554855,26.708192999999998,6.5,541
Freddy Got Fingered,A touching story of a young man who desperately wants to make his daddy proud.,2001-04-18,87.0,0,0,8.710294000000001,4.6,115
Highlander: Endgame,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",2000-09-01,87.0,25000000,15843608,11.782725,4.4,104
Idlewild,,2006-08-25,121.0,0,0,2.711955,5.1,17
One Day,Twenty years. Two people.,2011-03-02,107.0,15000000,59389433,16.629173,7.0,978
Whip It,Be Your Own Hero,2009-09-13,111.0,15000000,16633035,20.05902,6.7,357
Confidence,It's not about the money. It's about the money.,2003-04-25,97.0,0,0,9.874189999999999,6.4,126
New York Stories,"One city, three stories tall.",1989-03-10,124.0,15000000,0,6.684096,6.2,64
Home Fries,A long shot romance in a short order world.,1998-11-25,93.0,15000000,10443316,3.033471,4.8,32
Here On Earth,,2000-03-23,96.0,0,0,3.313257,5.4,48
Brazil,It's only a state of mind.,1985-02-20,132.0,15000000,0,41.089863,7.5,861
A Mighty Heart,One woman dared to keep hope alive,2007-01-01,100.0,16000000,18928871,9.717392,6.7,95
The Importance of Being Earnest,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,2002-05-17,97.0,0,0,7.250379,6.7,127
The Love Letter,A letter from the past would change their future forever.,1998-02-01,98.0,0,0,0.116873,4.7,3
Peeples,,2013-05-09,95.0,15,0,5.1128089999999995,5.6,26
Post Grad,A Pre-Life Crisis.,2009-08-21,89.0,15000000,6405245,7.4460690000000005,5.0,100
Whatever Works,A new comedy,2009-06-19,92.0,15000000,35097815,21.857387,6.8,350
Jakob the Liar,"When all hope was lost, he invented it.",1999-09-16,120.0,0,0,8.962245,6.0,90
Kiss Kiss Bang Bang,SeX. MurdEr. MyStery. Welcome to the party.,2005-09-05,103.0,15000000,15785148,32.690038,7.2,886
Idle Hands,The touching story of a boy and his right hand.,1999-04-30,92.0,25000000,4152230,8.583217,6.1,182
The Clan of the Cave Bear,"At The Dawn Of Mankind, A Woman Led The Way.",1986-01-17,98.0,15000000,0,5.484679,4.8,27
Listening,Hide your thoughts.,2015-09-11,100.0,0,0,2.414721,5.5,31
Felicia's Journey,,1999-11-24,116.0,0,0,0.470645,6.6,23
District B13,Welcome to District B13. Welcome to the future,2004-11-09,84.0,12000000,9584131,17.493735,6.5,565
Things to Do in Denver When You're Dead,Protect. Love. Honor. Avenge.,1995-12-01,116.0,8000000,529766,6.932221000000001,6.7,85
Buffalo Soldiers,War is hell... but peace is f*#!%!! boring.,2001-09-08,98.0,15000000,0,6.329672,6.5,93
The Return,,2003-06-25,105.0,0,0,7.744166000000001,7.4,100
Ong Bak 2,Warrior. Conqueror. Legend.,2008-12-04,98.0,8500000,8936663,9.029489,6.0,152
Centurion,History is written in blood,2010-02-15,97.0,12000000,6814789,22.708647,5.9,386
The Midnight Meat Train,The most terrifying ride you'll ever take,2008-08-07,98.0,15000000,3533227,19.913960999999997,6.0,290
Winnie Mandela,Her courage inspired a nation.,2011-09-16,107.0,15000000,0,1.897761,5.2,5
All The Queen's Men,,2001-10-14,99.0,15000000,23000,1.833058,6.1,7
The Good Night,Dreaming is believing.,2007-01-25,93.0,15000000,20380,12.185203999999999,5.7,41
Automata,Your time is coming to an end – Ours is now beginning,2014-10-09,110.0,7000000,0,49.808505,5.6,670
Pandaemonium,,2001-06-29,124.0,0,0,0.16536700000000001,4.5,2
Groundhog Day,"He's having the worst day of his life... over, and over...",1993-02-11,101.0,14600000,70906973,52.744331,7.4,2301
Magic Mike XXL,Back to the grind.,2015-07-01,115.0,14800000,122513057,29.660992999999998,6.3,706
Romeo + Juliet,My only love sprung from my only hate.,1996-10-31,120.0,14500000,147298761,41.493041999999996,6.7,1374
Slumdog Millionaire,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",2008-05-12,120.0,15000000,377910544,59.25896899999999,7.6,2827
Pretty Woman,Who knew it was so much fun to be a hooker?,1990-03-23,119.0,14000000,463000000,45.473484,7.0,1746
Crocodile Dundee II,The world's favourite adventurer is back for more! much more!,1988-05-19,110.0,0,239606210,15.474831,5.5,303
Broken Horses,,2015-03-15,101.0,0,0,4.289676,5.0,10
Born on the Fourth of July,A story of innocence lost and courage found.,1989-12-20,145.0,14000000,161001698,25.949277,6.7,395
Cool Runnings,One dream. Four Jamaicans. Twenty below zero.,1993-09-30,98.0,14000000,154864401,22.409117000000002,6.8,491
My Bloody Valentine,He's gonna break your heart.,2009-01-16,101.0,15000000,100734718,13.706357,5.3,299
Urban Legend,It Happened To Someone Who Knows Someone You Know... You're Next.,1998-09-25,99.0,14000000,72527595,12.159009,5.6,290
The Iron Lady,Never Compromise,2011-12-30,105.0,13000000,114956699,23.3784,6.2,527
Poetic Justice,A Street Romance.,1993-07-23,109.0,14000000,27515786,3.650857,6.9,47
All About the Benjamins,Money can make people do funny things.,2002-03-08,95.0,14000000,25482931,5.102258,5.8,48
Vampire in Brooklyn,A comic tale of horror and seduction.,1995-10-27,100.0,14000000,19800000,6.772614999999999,4.5,111
Exorcist II: The Heretic,It's four years later... what does she remember?,1977-06-17,118.0,14000000,30749142,11.543363000000001,4.5,133
A Perfect Getaway,Welcome to paradise. Enter at your own risk.,2009-06-08,98.0,14000000,22852638,20.792603,6.2,351
Our Family Wedding,To have and to hold... 'Til dads do us part.,2010-03-12,103.0,14000000,21409028,6.733485000000001,5.7,39
Dead Man on Campus,,1998-08-21,96.0,0,0,7.708227000000001,5.6,49
Tea with Mussolini,,1999-03-25,117.0,12000000,21001563,2.2386459999999997,5.8,32
Crooklyn,,1994-05-13,115.0,0,0,1.89218,6.7,31
Head Over Heels,Unleash your inner model.,2001-02-02,86.0,14000000,10424470,4.66723,5.3,73
Fun Size,Some people just can't handle Halloween.,2012-10-25,87.0,14000000,11417362,7.487842999999999,5.5,134
The Diving Bell and the Butterfly,Let your imagination set you free,2007-05-22,112.0,14000000,19777647,13.65494,7.4,283
Soul Survivors,,2001-09-06,84.0,0,0,3.231848,4.4,49
Caravans,,1978-11-02,127.0,0,0,0.633004,5.8,1
Mr. Turner,,2014-10-31,150.0,0,5405500,9.242554,6.3,204
Amen.,Two Men   Two Worlds   One Cause,2002-02-13,132.0,0,0,5.9305330000000005,7.1,75
The Lucky Ones,,2008-09-26,113.0,0,0,8.747922,6.3,55
Stan Helsing,The most feared monsters in cinematic history have met their match...,2009-10-27,90.0,108,0,7.4105229999999995,4.0,97
Flipped,You never forget your first love.,2010-08-06,89.0,14000000,1755212,24.210698,7.4,418
Clueless,Sex. Clothes. Popularity. Is there a problem here?,1995-07-19,97.0,12000000,0,16.051328,6.9,803
Far from Heaven,It's time to stop hiding from the truth.,2002-09-01,107.0,13500000,29027914,9.982885000000001,6.9,144
Hot Tub Time Machine 2,The Laws of Space and Time are About to be Violated.,2015-02-20,93.0,14000000,12314651,16.618873999999998,5.0,354
Quills,There are no bad words... only bad deeds.,2000-11-22,124.0,13500000,7060876,7.261196000000001,6.8,128
The Caveman's Valentine,,2001-01-19,105.0,0,0,4.722403,6.0,27
The Last Godfather,,2010-12-29,100.0,13400000,16700000,0.6807529999999999,4.7,7
Justin Bieber: Never Say Never,Find out what's possible if you never give up.,2011-02-11,105.0,13000000,98441954,6.735922,4.8,154
Black Swan,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",2010-12-02,108.0,13000000,327803731,91.28568299999999,7.3,4430
The Godfather: Part II,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",1974-12-20,200.0,13000000,47542841,105.79293600000001,8.3,3338
A Nightmare on Elm Street 4: The Dream Master,Terror beyond your wildest dreams.,1988-08-19,99.0,7000000,72500000,17.113408,5.8,281
St. Vincent,Love Thy Neighbor,2014-10-09,102.0,13000000,54837234,43.791745,7.1,763
10 Things I Hate About You,How do I loathe thee? Let me count the ways.,1999-03-30,97.0,16000000,53478166,54.550275,7.3,1701
The Butterfly Effect,"Such minor changes, such huge consequences.",2004-01-22,113.0,13000000,96060858,73.307513,7.3,2060
Being John Malkovich,Ever wanted to be someone else? Now you can.,1999-09-30,112.0,13000000,22863596,27.546914,7.3,1101
Earth to Echo,No one will ever believe our story.,2014-06-14,89.0,13000000,45300000,17.371326999999997,5.7,290
Letters from Iwo Jima,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,2006-12-19,141.0,19000000,68673228,24.472479999999997,7.2,541
The Astronaut Farmer,,2006-10-15,104.0,13000000,11130889,6.764436999999999,6.2,123
Woo,It's Woo's world.. we're just living in it.,1998-05-08,84.0,13000000,8026971,1.750054,5.5,10
54,You've never been anywhere until you've been here,1998-08-28,106.0,13000000,16757163,11.880899000000001,5.5,135
Resurrecting the Champ,,2007-06-14,112.0,0,0,4.898437,5.9,60
The Perks of Being a Wallflower,We are infinite.,2012-09-20,102.0,13000000,33400000,43.444134999999996,7.7,2968
Excessive Force,You have the right to remain silent... permanently.,1993-05-14,87.0,3000000,1200000,1.2791059999999999,4.5,10
Infamous,There's more to the story than you know,2006-11-16,110.0,13000000,1151330,3.6808959999999997,6.4,60
The Vatican Tapes,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",2015-07-24,91.0,13000000,1784763,10.475368,4.6,243
Operation Chromite,The Odds Were 5000 to 1 … One was all They Needed.,2016-07-27,110.0,0,0,6.116436,5.8,29
The Crocodile Hunter: Collision Course,His First Big-Screen Adventure!,2002-07-26,90.0,0,33082548,1.7149720000000002,5.3,34
I Love You Phillip Morris,The Conman who wouldn't go straight.,2009-01-18,98.0,13000000,10652035,19.664699,6.4,503
Quest for Fire,,1981-12-15,100.0,12000000,55260558,6.537986,7.1,109
The Emperor's Club,In everyone's life there's that one person who makes all the difference.,2002-11-22,108.0,0,0,6.796079,6.9,96
True Romance,"Stealing, Cheating, Killing. Who said romance was dead?",1993-09-09,120.0,12500000,12281551,35.268557,7.5,749
The Killer Inside Me,Nobody See's It Coming,2010-02-19,109.0,13000000,0,11.892615,6.0,173
Sorority Row,The Sisters of Theta Pi Are Dying To Keep a Secret.,2009-09-09,101.0,12500000,27206120,8.780512,5.4,177
The Prisoner of Zenda,The most thrilling swordfight ever filmed...,1937-09-03,101.0,0,0,4.021389,8.4,11
The Boy in the Striped Pyjamas,"Lines may divide us, but hope will unite us.",2008-05-07,94.0,12500000,20416563,34.821222999999996,7.7,1451
Dancer in the Dark,You don't need eyes to see.,2000-05-17,140.0,12800000,40031879,22.022228,7.6,377
The Funeral,"One family, one murder, too many lies.",1996-01-26,99.0,12500000,1227324,2.950618,7.3,31
Solitary Man,Ben loves his family almost as much as he loves himself,2009-09-07,90.0,15000000,5024782,7.497306,5.8,84
Machete,He was given an offer he couldn't refuse...,2010-09-01,105.0,20000000,31327899,26.396190999999998,6.3,1150
The Land Before Time,A new adventure is born.,1988-11-18,69.0,12300000,84460846,28.670192999999998,7.0,640
Tae Guk Gi: The Brotherhood of War,,2004-02-05,140.0,0,15,9.572705000000001,7.4,133
The Exorcist,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",1973-12-26,122.0,8000000,441306145,47.584643,7.5,2005
